,N,rho=10,rho=15,rho=20,rho=25,rho=30
0,0,-13.095238095238097,-13.445378151260506,-13.636363636363638,-13.756613756613758,-13.839285714285715
1,-1,-45.38774703877043,-12.634347796665395,5.4330014430014435,16.880651895552838,24.78288197292533
2,1,26.809396737303395,7.991028824524898,-2.5236652236652244,-9.234513902270466,-13.888819664937612
3,-1,26.809396737303395,7.991028824524898,-2.5236652236652244,-9.234513902270466,-13.888819664937612
4,-13,6.398884707921912,12.770669333848637,16.485858585858587,18.914162895435187,20.62430855069367
5,-6,4.623742511973702,7.886890311347003,9.876334776334774,11.208105129030166,12.160236120964454
6,-5,4.623742511973702,7.886890311347003,9.876334776334774,11.208105129030166,12.160236120964454
7,-4,6.271240447846351,7.802076979333606,8.823001443001443,9.537601410672158,10.062552279721178
8,-4,7.335051338063863,7.298813563547986,7.443001443001442,7.6033522589994735,7.748611897105634
9,-1,5.232612849820724,4.723834211881283,4.593001443001443,4.579769849589447,4.608844988520264
10,2,-29.62108270819852,-38.27150641242941,-43.84683982683982,-47.706107007154735,-50.53074688673406
